INCITS,State,County,Other,Unnamed,Road,Street,County Road,Avenue,Drive,State Highway,State Route,U.S. Highway,Lane,Highway,Interstate,State Road,County Highway,Trail,National Forest System Road,Court,Boulevard,Way,Farm to Market Road,Circle,Place,Parkway,Loop,Township Road,Terrace,Forest,Freeway,Pike,Forest Service Road,Creek,Old Highway,Expressway,Ridge,Run,Hollow,Alley,Old U.S. Highway,Cove,Bureau of Land Management Road,Park,Point,Hill,Path,Viaduct,Fork,Crossing,Bypass,Trace,River,Canyon,Spur,Pass,Branch,Route,Lake,Prairie,View,Vista,Bend,Valley,Mountain,Heights,Square,Ranch,Plaza,Bridge,Landing,Row,Grove,Spring,Glen,Pine,Walk,Estates,Springs,Camp,Village,Hills,Flat,Mount,Lodge,Center,Island,Meadows,Manor,Rue,Estate,Crescent,Bluff,Causeway,Fort,Green,Key,Gateway,Club,Station,Mill,Meadow,Knoll,Roads,Top Street Type
01021,AL,Chilton County,53.16323934378644,301.33067081596954,79.71832637025815,56.435660746637765,1151.2829597580173,42.21054597235698,37.83386445269564,0.0,67.26946325281963,48.4038063209757,9.771333677355301,49.78190826888883,55.48036393699407,0.0,0.13685620390042533,0.2946913983703586,0.0,0.5539917428700062,1.0345094919133109,0.5028082139661231,0.0,8.281209438890581,0.849253975310526,0.0,2.9619489031538753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4299204407561485,0.0,0.0,0.0,0.0,0.05523683473981241,0.0,0.8901224969072877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3451175165541991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19767375307581408,0.13834634437790447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11916912779456851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,County Road
01023,AL,Choctaw County,14.72091412349295,445.4798379465211,683.042745407875,37.25565021868032,304.220423898879,24.077871896960712,46.68158834914523,0.0,115.69402697666425,22.709586181400606,16.524537059690665,0.21528365667233293,0.0,0.0,0.0,0.21824543514477623,0.0,0.31451660849308893,0.841810786506317,0.4306915610556535,0.0,15.955290759764612,2.4967585818739586,0.0,3.056213817179695,0.0,0.06616464055556752,0.0,0.0,0.0,0.0,0.35751445381720104,0.0,0.0,0.0,0.0,0.17429936195263665,1.0757096528614705,0.0,0.0,0.0,0.7306334811940426,0.0,0.3259059021541932,0.5055395086596645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521009485845383,0.0,0.8499272657467195,0.0,0.0,0.4618558666295548,0.0,0.3333312803973148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30016968540834205,0.0,0.0,0.0,Road
01025,AL,Clarke County,9.555194597559053,604.8625592696063,836.8576513102224,78.30859808769281,308.31676032598415,25.393400518158245,72.39101242248996,29.55920895889568,94.3515837543898,72.39007768995366,52.10668292047814,47.65947892030963,0.0,0.0,0.0,6.304981252869822,0.0,1.456263896457615,1.4965649916981243,0.37737324353542157,0.0,24.435084742260337,1.3873137901844212,0.12385170095687704,0.06924690354872999,0.0,0.10362965073582946,0.0,0.0,0.12227369605754793,0.0,4.087654614357476,12.780908118901666,0.0,0.5371638915082211,0.0,0.0,0.2012948934895591,0.9817232962772935,0.0,0.0,0.08847594827869969,0.0,0.40142298813610483,0.0,0.0,0.0,0.0,0.1622201367407581,0.3877521105418887,0.0,0.0,0.0,0.2894002597056682,0.0,0.0,3.84658629731515,0.0,0.0,0.0,0.0,0.0,0.0,0.15563881603283175,0.0,0.0,0.06175419978207278,0.0,0.38785846818557357,0.0,0.0,0.0,0.0,0.0,0.0,0.7082371274211128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4918853202457356,0.0,0.0,0.0,Road
01027,AL,Clay County,117.75941739577206,316.1762359480867,687.0546153846477,22.261556740997506,190.74331188915147,13.611528424492564,36.425577090007046,0.0,81.07043210608467,0.0,25.944825570947902,75.80862997807675,0.0,0.0,0.0,2.2521705723613876,0.0,0.3472821278989642,0.8566420888177548,0.0,0.0,16.967324790165943,0.35199678902601,0.0,7.716201848251128,0.0,0.0,0.0,0.0,0.0,0.0,1.646539058435727,0.0037353237978631484,0.0,0.6814291188655567,0.6851076845438216,0.0,0.0,0.0,0.0,0.0,0.10355460589745899,0.0,3.350353813292296,0.12838619807403734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015894826108982425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6189026098057876,0.0,0.0,0.0,0.015480340162151073,0.0,0.0,0.0,0.0,0.0,0.0871191920246062,0.0,0.0,0.0,1.6173620177021493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01029,AL,Cleburne County,32.66746566423295,231.15119565458343,74.56484877351276,35.47128362264684,708.8806064080053,4.698763851209871,19.352239105327047,0.0,90.87557789882433,33.7723909289212,2.093144487471147,16.152378215185493,42.04422741058194,0.0,96.5349931815208,0.0,0.0,0.22681006396367037,1.6553386722600034,1.4201341183280913,0.0,1.255180800384226,0.2846052611141665,0.0,0.6033416247739964,0.0,0.0,0.0,0.0,0.0,0.0,1.4368395629400361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08953767546062316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20386707198770568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4971773814405518,0.0,0.0,0.0,0.0,0.0,County Road
01031,AL,Coffee County,19.791111459554067,240.33686069029412,98.53712111490317,106.1065061815622,892.5978283701689,35.75867278193567,90.71902453144482,0.0,261.33261929004715,66.73066195871554,14.611080761128427,32.50409325829978,0.0,0.0,0.0,1.8514279034232541,0.0,2.5425889209172574,6.645209284863555,7.718035103461549,0.0,26.34998892791089,3.0511585531689627,0.0,0.8009371108233017,0.0,0.0,0.0,0.0,0.0,0.0,0.2874296164601132,0.0,0.0,0.053265122704143346,0.8988428695279982,0.0,0.6076872965956416,0.0,0.10374868450429173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27181551737007836,0.12002752539908143,1.1022293792145519,0.0,0.0,0.0,0.2962073172723918,0.1012673908809451,0.0,0.0,0.7157356287876214,0.17113797567605624,0.0,0.8612442136202989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,County Road
01033,AL,Colbert County,15.753585463892396,317.24689255704055,444.39487787407495,181.44862479914866,224.46060541796757,142.9560260919777,106.2123709070073,0.0,192.39899455458638,104.79120745678382,122.13296920633684,70.25684962056887,0.0,0.0,0.6840441156544222,38.37946958162122,0.0,6.251221681958971,16.753561946658188,3.25123544455775,0.0,11.129285265838936,1.6720358382802312,19.935205228631048,22.055269349336946,0.0,0.08266261655673693,0.0,0.0,30.747357778469542,0.0,0.5628830592764431,12.439245518301064,0.0,0.4740667826244163,0.0,0.0,0.0,5.162175190173069,4.942370794177734,0.0,0.5170246351770797,0.53522311922178,0.10072854280585407,0.14028300317253992,0.0,0.0,1.1746520118065031,0.0,0.28621502466425175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06204007604892001,0.0,0.0,0.13198705355550533,0.3729331267424806,0.0,0.06584787639252226,0.1031684113980931,0.3447575116974402,0.3423830463549167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22771638056355675,0.0,0.0,0.032243240869166474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01035,AL,Conecuh County,306.7673978190069,396.3428193183517,481.07429450048517,44.49701705001857,141.01911827275282,14.510999075612498,15.76108702215963,0.0,106.08511264913845,68.49586283953369,65.96715488807098,21.436717295221605,60.12480146638126,0.0,348.079274984169,4.080715004572709,0.0,2.106821343992728,0.0,4.155759607996586,0.0,10.346250482539672,0.03480992933215037,0.2042915564754671,2.235999902021141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4552133021863824,0.0,0.0,0.0,0.07247027767583977,0.0,0.5524438058493067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07813676012025725,0.0,0.07843597092118944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8269886468809917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3548657011931504,0.0,0.14191727218869093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01037,AL,Coosa County,22.106460403984773,478.8333606198901,351.58453085460934,29.965070795854057,346.1003393413528,0.24554491734129957,32.04578051916152,0.80233709123755,153.45670800714538,58.12566752589679,31.65240791703953,29.3435476857463,0.0,0.0,26.3141233017674,5.137509520185423,0.0,1.4580368668381065,0.0,1.4408902059985547,0.0,11.53290449233452,0.3624829227101487,0.0,7.429466583710641,0.0,0.0,0.0,0.0,0.0,0.0,1.3532231504634602,0.0,0.0,0.7918237107298325,0.5629898214602667,0.0,0.060774643594461816,0.0,1.4515119122709568,0.0,0.0,0.38527768652809347,0.3967475108767389,0.0,0.0,0.0,0.0,0.0,0.2814223265711929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.473088952030388,0.0,0.0,0.22418253995911497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01039,AL,Covington County,65.02736529275435,345.74278709195085,1255.1364500373115,124.4251744570749,644.3426373502407,82.64854814129546,82.28899661974323,0.0,203.69021822430554,142.31369715050994,89.31123350899104,11.198886098676317,0.0,0.0,0.2055017766529787,0.1274938825913008,0.0,2.12953821207377,3.501640366543837,0.0,0.0,4.998799022460741,0.0,6.496010081234083,22.67065092151669,0.0,0.0,0.0,0.0,0.0,0.0,6.87147753410465,0.7810760713514227,2.5624715571247783,0.0,0.0,0.0,0.11435792150356681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7306804439787093,0.0,0.1590946440279362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1386285405938834,0.0,0.0,0.12720476129464603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24493404364469698,0.0,0.0,0.0,0.0,0.12435653763680109,0.0,0.0,0.0,0.0,0.0,0.06475328557518274,0.0,0.0,Road
01041,AL,Crenshaw County,12.53594734562456,156.48638988600032,726.4925374840761,34.206050054050145,217.5667674109949,18.568909835286465,18.21645856956349,0.0,131.3788169086018,81.52971488345445,10.757404980294973,119.14237576539458,0.0,0.0,0.0,13.814162046498424,0.0,0.6158048221549458,0.0,0.0,0.0,0.9317796230923786,0.21433238916247493,0.0,2.4969211400306484,0.0,0.0,0.0,0.0,0.0,0.0,0.6517004394158832,0.0,0.0,0.0,0.0,0.0,0.15312044408935074,0.0,0.0,0.0,0.0,0.0,0.2737800145957257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11382517438189897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01043,AL,Cullman County,8.183583376243242,280.5749810913049,210.77520110586113,74.6171013853289,1702.8464932872437,98.93296672430198,58.668955227751326,0.0,181.3039036817708,79.99474590436614,13.861717578134046,62.239984182774734,53.74521871542298,0.0,0.0,1.2952679508371863,0.0,1.48375397484486,4.442579738255867,2.1558420520557,0.0,8.955554291417785,0.07334959744794026,0.7483129662862781,0.2881228995104753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24313947410519493,0.0,0.0,0.0,0.0,0.2388752192329228,0.7274728191648427,0.0,0.0,0.0404651197543079,0.0,0.30985735731267805,0.0,0.0,0.0,0.041872373003094016,0.19058184088086746,0.1454179622886384,0.0,0.0,0.0,0.0,0.09284141439776533,0.0,0.0,0.0,0.0,0.0,0.1559200553458006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7394165329068498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08848512159610986,0.0,0.0,0.0,0.0,0.05912218619312149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,County Road
